par_nr	head	sentence
203	NA	 Ivo Lepala hoidis kukalt kahe peoga üleval , vaatles vidusilmil ümbrust ja laskis siis pea jälle männiokkasegusele liivale . 
203	NA	 Mõnus lõtvus , roidumus täitis keha . 
203	NA	 Põhjakalda plaažilt kostis kaugeid suvitushääli , huikeid , pallimatse . 
203	NA	 Siin saare juures olid nad peaaegu omaette . 
203	NA	 Mõned üksildased lesijad tükk maad eemal , üks paar saarel , nende pilkude eest liivakünkaga varjatud . 
204	NA	 Marit üritas parajasti ujuma minna , seisis poole reieni järves ja kastis end , peoga vett tõstes ja tasaste kiljatuste saatel kehale valades . 
204	NA	 Meeldivalt soliidse kehaga naine , mõtles insener . 
204	NA	 Niigi mitte just eriti sihvakas , näis ta jalutuna vee kohal kõrgudes veelgi kompaktsem . 
204	NA	 Tubli lihastik , head vormid . 
204	NA	 Silm puhkab temal . 
205	NA	 Tõmmu mees muigas endamisi . 
205	NA	 Talle meenus hommikune pilt Rakvere turuplatsil . 
205	NA	 Ta tuli eemalt auto juures ootava Mariti poole . 
205	NA	 Äkiline iiling kihutas üles peotäie tolmu . 
205	NA	 Naine pöördus rinnaga vastu tuult . 
205	NA	 Valge kleit liibus eest tihedalt kehale , selle seelikuosa tõmbus tahapoole , pinguli . 
205	NA	 Kaarja nina ja range kuldprillitatud pilguga naine meenutas tuvi , sellist natuke kurja ja tähtsalt kõõrutavat kohevilsulist turulindu ! 
206	NA	 Kui Marit talle eile õhtul Tuglase novelliraamatu kaela määris , oli Ivo päris kindel olnud , et enne nädalat ta küll näole ei anna . 
206	NA	" Ta võttis "" Androgüüni päeva "" kaunis vastu tahtmist ette , kuid sai sellega üsna nobedasti hakkama . "
206	NA	 Siis luges ta läbi veel mõned novellid . 
206	NA	 Kui ta raamatu käest pani , oli juba hiline öö . 
206	NA	 Ta mõistis , et ei suuda rohkem , ei selle korraga ega ka lähitulevikus . 
206	NA	 Mida rohkem kunsti , seda suurem vastumeelsus , on Tuglas ise kusagil pihtinud . 
206	NA	 Ivo Lepala oli sellel varasuvisel ajal täiesti võimetu vähimakski vaimseks pingutuseks . 
206	NA	 Kui ta suutis mõtlemata olla , oli ta olukord enam-vähem talutav . 
206	NA	 Iga enesessesüüvimine tõi aga kaasa sellise ängistuse , et tuli tahtmine uluda . 
206	NA	 Isegi uni ei pakkunud pääsemist . 
206	NA	 Ta magas hädapärase jao . 
206	NA	 Varavalges leidis ta ennast avasilmi lakke vahtimas . 
206	NA	 Nagu iseenesest tõid jalad ta tuttava ukse taha . 
207	NA	 Õpetajanna oli jälle alles hommikumantlis , selles roosas ja karvases , mis ta uue valamuga tõepoolest sobis . 
207	NA	 Ta näis olevat üllatunud . 
208	NA	 Hetkeinspiratsiooni ajel leiutas Ivo põhjenduse sobimatu visiidi õigustamiseks - ta läheb suvitama . 
208	NA	 Kas naine ei soovi kaasa tulla ? 
209	NA	 Nüüd olid nad siis järvel . 
209	NA	 Kohe läks kirjandusjutuks . 
210	NA	" "" See pole eneseupitamine , "" ütles Ivo . "
210	NA	" "" See on üks teine nähtus . "
210	NA	 See on kunst teises astmes . 
210	NA	 See on see , mida ei tehta elukogemustest ja fantaasiast , vaid eelnenud kunstielamustest . 
210	NA	" Ilma Louvre'i ja Uffizita poleks seda olnud . "" "
211	NA	" "" Kompilatsioon ? "" "
211	NA	 Püstkorts Mariti kulmude vahel ennustas tormi . 
212	NA	" "" Ei , miks ! "
212	NA	 Omal kombel vapustav fantaasia , panna kogu see pildimaailm liikuma ja elama . 
212	NA	 See on ju kõik kaugelt enne värvifilmi kirjutatud , videost rääkimata . 
212	NA	" Igatahes võib seda täiesti nautida . "" "
213	NA	" "" Hästi , see on kõik asja tehniline pool . "
213	NA	" Aga kas psühholoogia tõesti midagi ei pakkunud ? "" "
214	NA	" "" Küllap selles midagi väga köitvat olla võib - selles idees , muutuda väikesest roosast tüdrukust poole päevaga mehelikuks ja hoolimatuks ja nii edasi "" Ivo Lepala muheles . "
214	NA	" "" Ainult et mulle jääb teema kaugeks . "
214	NA	" Mina olen mees niikuinii . "" "
215	NA	 Seepeale läks Marit ujuma . 
215	NA	 Üsna pea pärast järvest tulemist , enne veel , kui valged udukarvad ta selgroonõos korralikult turri tõusta jõudsid , hakkas ta jälle kirjandusest rääkima . 
216	NA	 Kahekümne aasta eest oli Ivo Lepala olnud üks neist paljudest väikestest Jüri Üdidest , kes absurdihuumorist ja sürrealismist luulekokteile segada püüdsid . 
216	NA	 Mõni neist jõudis isegi trükki . 
216	NA	 Kas ka teised temasugused , kuid Ivo küll päris kindlasti oli teinud seda oma kirjandusõpetaja kiuste . 
216	NA	 Kui maailmas üldse midagi hirmsat leidub , siis on see kirjandusteose analüüs . 
216	NA	" Kui jutt Tuglase kujundisüsteemile ähvardas pöörata , ütles Ivo : "" Mul on minu isiklik arvamus , muud midagi . "
216	NA	 Miks see minusuguse profaani puhul lihtsalt rumal ei või olla ? 
216	NA	" Seda ei tule üldse tõsiselt võtta ! "" "
217	NA	" "" Kas mina tohin ka midagi ise arvata ? "" päris Marit sõjakalt . "
217	NA	" "" Kas teile ei tundu , et inseneri jaoks olete natuke liiga haritud ? "" "
218	NA	" "" Jätsin kogemata diplomi kaasa võtmata , "" tahtis Ivo öelda . "
218	NA	 Ent seda lauset ja sellele tingimata järgnevat kujutledes haaras teda eleegiline hoovus . 
218	NA	" Ta ütles mingi sõjakuseta , leebelt nukrana : "" Kas teile pole kunagi tundunud , et olete valesse korterisse eksinud ? "" "
219	NA	 * * * 
220	NA	 Marit Möller vaatas enda kõrval kinnisilmi lebavat meest . 
220	NA	 Esmalt oli ta teda viiekümnele lähenevaks pidanud . 
220	NA	 Kuid Ivol oli kadestusväärselt noor keha . 
220	NA	 Sale , kuid päris hästi väljajoonistuva lihastikuga , vähimagi märgita rasvumisest . 
220	NA	 Ta rinda ja kõhtu kattis juba pisut hallikirju tihe ja must karvakräsu . 
220	NA	 Seljal ulatus see terava kolmnurgana vaksa võrra püksivärvlist ülespoole . 
220	NA	 Karvaga olid kaetud ka reied ja sääred . 
220	NA	 Ja nahk , mis sellest võsast läbi kumas , oli päikesepruun ning kiirgas soojust . 
220	NA	 Kas ta ujumispüksid ei varjanud äkki lõbusalt keerduvat sabajuppi ja mustad lokid kaht sinkjat sarvemügarat ? 
220	NA	 Kui tema päritolu maisuses kahelda , siis ei tasunud teda igatahes teispoolsuse kõrgemate korruste saadikuks pidada . 
220	NA	 Tema rahulik , välise viisakuse vormi rüütatud olek varjas iseteadlikku ülbust . 
220	NA	 Ta polnud seda küll kuidagi ilmutanud , kuid naine tundis selle eksimatult ära . 
220	NA	 Hommikul , kui varajane koputus ta ehmunult sabinasse ajas , küsis ta pilguga : mil moel ma küll teid julgustasin ? 
220	NA	 Oli Marit olnud siis kuidagi lubav ? 
221	NA	 Neil polnud enne järvele jõudmist peaaegu mingit juttu . 
221	NA	 Siin võttis õpetajanna üles ohutu kirjandusteema . 
221	NA	 Ent ka selle oskas mees isiklikule pinnale pöörata . 
221	NA	 Nagu võiks Marit tahta mehelik olla ! 
221	NA	 Ja üldse häiris tedaIvo iseteadvus . 
221	NA	 Nagu polekski välja kujunenud teatavad arvamuskaanonid . 
221	NA	 See polnud mingi tühi jutt , teadis Marit täpselt . 
221	NA	 Kirjandusteadus ei mõtle välja , vaid registreerib . 
221	NA	 Tuglas , kelle nime kannab naabermaa tõeline sõprusühing Miks peaks selle suurkirjaniku looming igaühe arvustada olema . 
221	NA	 Muidugi rumal , et õpetajanna ise polnud tulnud mõttele seostada Vatteau galantse peo stseene Tuglase sõnamaalingutega ja laskis mingil keemiainseneril seda endale öelda . 
221	NA	 Seda vähem tahtis Marit temaga nõustuda . 
221	NA	 Tõsiasjalikku analüüsi ei lasknud Ivo end aga kiskuda , vabandas silmakirjalikult , pugedes asjatundmatuse taha . 
221	NA	 Selle peale Marit süttiski . 
222	NA	 Täiesti ootamatult avas aga mees kaitse . 
222	NA	 Kes on eksinud võõrasse korterisse ? 
222	NA	 See ülbe insener ? 
222	NA	 Selle peale võinuks sarkastiliselt naerda , kui Mariti süda mõistuse kiuste poleks tundnud sõnade taga peituvat abipalvet . 
222	NA	 See oli nagu nisa otsiva kutsika nuutsatus . 
222	NA	 Sellele ei saanud kurdiks jääda . 
222	NA	 Ennast unustades sirutas Marit käe ja nihutas silmile langenud lokkis salgu mehe laubalt kõrvale . 
222	NA	 Ivo avas laud . 
222	NA	 Kulmud kerkisid vaevumärgatavas küsimuses . 
222	NA	 Mingi pilges virvendus käis üle suunurkade . 
222	NA	 Ja Marit tõmbas kõrvetada saanud sõrmed kiiresti tagasi . 
223	NA	 * * * 
224	NA	" "" Ah siis nii ! "" ütles Ivo endale mõttes . "
224	NA	 Kui ligipääsmatu mõni ka ei tunduks , ikka leiutavad nad enda jaoks vabanduse , mille saatel sulle kaela sadada . 
224	NA	 Kunagi ammu oli ta uskunud , et naist tuleb püüda . 
224	NA	 Mis käesolevasse juhtumisse puutus , siis Ivo Lepala ei olnud sugugi kindel , kas ta tahab . et see tutvus edasi areneks . 
224	NA	 Jah , ta igatses kaaslast . 
224	NA	 Ta oli piinelnud viimased kuud omaenda mõtete küüsis . 
224	NA	 Aga ta teadis ka , et ei saa hingevaeva kellegagi jagada . 
224	NA	 Mis puutus naise kehasse , siis oli see muidugi ligitõmbav - nagu iga teinegi ilus naisekeha . 
224	NA	 Selles polnud mingit vahet . 
224	NA	 Jutukaaslasena oli too õpetajanna ju päris põnev . 
224	NA	 Kuid igas muus suhtes ei näinud Ivo midagi peale ränkade komplikatsioonide . 
225	NA	 Kaks suurt refleksi arvas ta naistel olevat - alistuvuse , leebe taluvuse , sääri nühkiva kassi paitamisvaeva esiteks . 
225	NA	 Ja teiseks hooldamistarbe . 
225	NA	 Mingil põhjusel on Marit enese vastu karm , ei talu endast tugevamaid . 
225	NA	 Kuid see teine reaktsioon näib töötavat . 
225	NA	 Noh , seda lõbu Ivo talle ei paku ! 
225	NA	 Leidku keegi teine , kelle pisaraid pühkida ! 
226	NA	 Nojah , aga kui need ilusad naisekäed söögikompsu lahti pakkisid , kui laialilaotatud käterätile siginesid võileivad , lahtilõigatud tomat , kui matkatopsides hakkas lõhnama kohv ... 
227	NA	" "" Issand ! "" "
227	NA	 Marit Mölleri hääl oli vaevukuuldav . 
227	NA	 Ivo pööras enda kõhult küljele , vaatas üle õla ja tõusis siis istuma . 
227	NA	 Saarel suvitanud paarike solkas läbi liivapõhjase väina nende suunas : võimsa kasvuga , kastanpruuni siilipea ja pehmete vurrudega noormees , jalas peaaegu põlveni ulatuvate kirjude püksitorudega moeröögatused , riidekomps käe otsas , ja tema kõrval peaaegu niueteni vees , väikesekasvuline albiinoblond tüdruk . 
227	NA	 Tal oli poolekslõigatud taskuräti suurune lapike riiet peente nööridega häbeme ette kinnitatud . 
227	NA	 Ja see oli ka kõik . 
227	NA	 Ei saanud just öelda , et Ivo oma pilgu ta kikkis rindadelt eemal oleks suutnud hoida . 
227	NA	 Oh jaa , ta nägi küll , kuidas tüdruk rahulolevana tema tähelepanu sisse kasseeris . 
227	NA	 Täie iseenesestmõistetavusega tüürisid nad lähemale ja teretasid . 
227	NA	 Marit surus esmase reaktsiooni maha . 
227	NA	 Ta hääl oli täiesti rahulik ja lahke , kui ta noored einele kutsus . 
228	NA	" "" Fantast ilm , on ju ! "" "
228	NA	 Peebuks kutsutu oli natuke sunnitult vaba . 
228	NA	 Kairi-nimeline piiga istus , keris jalad osavalt enda alla , nii et mõjus peaaegu tavalise suvitajana . 
228	NA	 Küünarnukid varjamas rindu , sõi ta kombekalt langetatud pilgul oma võileiba . 
228	NA	 Ivo tundis temasuguseid . 
228	NA	 Ta teadis , kuidas tüdruk võidutseb , imeb endasse Ivost levivat nähtamatut kiirgust . 
228	NA	 See muutub tema käes võidulipuks , mida ta näilises nunnalikus malbuses Mariti ees lehvitab . 
228	NA	 Enne kui nad tõusid , oli Kairil vaja kätte saada riidekompsu juurde jäänud rannasandaalid . 
228	NA	 Ta tõusis põlvedele , küünitas üle Ivo , puudutas tuliste rinnanibudega mehe seljal märatsema kukkunud alasti närvilõpmeid . 
228	NA	 Siis nad tänasid ja läksid , kadusid punetavate männitüvede vahele . 
228	NA	 Ja Ivo kiitis juhust , et ta kõhuli lamas . 
228	NA	 Nii polnud vaja poole söögi juurest järve joosta . 
228	NA	 Nende jutt ei tahtnud tükk aega pärast seda kuidagi vedu võtta . 
229	NA	 * * * 
230	NA	 Miks küll mees ennast sellises olukorras ebamääraselt süüdi tunneb olevat ? 
230	NA	 Niipalju , kui Ivo Lepala bioloogiat tundis , uskus ta teadvat , et vähemalt imetajatel toimub looduslik valik isasliinis . 
230	NA	 Neid on enamasti emastega võrdselt , kuigi liigi säilitamiseks jätkuks hoopis vähemast . 
230	NA	 Nende asi on karja kaitsta . 
230	NA	 Liigi huvides suruvad nad instinktiivse enesealalhoiutungi maha , ründavad vastast , toogu see siis neile või surma . 
230	NA	 Nemad peavad ka paarumismängudel võitlema omavahel . 
230	NA	 Järeltulijaid saavad neist vähesed , ent selle eest palju . 
230	NA	 Nii valitakse elujõulisemad välja . 
230	NA	 Emased saavad järeltulijaid peaaegu kõik , kuid selle eest vähesel arvul . 
230	NA	 Inimühiskond ei järgi seda looduse põhimõtet . 
230	NA	 Paaride abielu töötab looduslikule valikule vastu . 
230	NA	 See , mis on bioloogiliselt õige , ei ole õige sotsiaalselt . 
230	NA	 Ivo teadis , et temas võitlevad loodus ja ühiskond . 
230	NA	 See viimane käsib leppida ühe emasega . 
231	NA	 Ega küll naisedki alati ühiskonna reegleist hooli . 
231	NA	 Oletame , et oled rallikrossil kolm korda üle katuse käinud . 
231	NA	 Sulle on korduvalt võimsate autodega otsa kihutatud . 
231	NA	 Oled tolmu ja poriga koos . 
231	NA	 Sääred tilguvad piduriõlist . 
231	NA	 Sõbrad tirivad sind sisselitsutud klaasiavast välja . 
231	NA	 Enne veel , kui su võidušampus tühjaks on pritsitud , ripub kaks reklaamblondiini sul võistu kaelas ... 
232	NA	 Hoolimata sellest , et Ivo oli otsustanud vahekorda mitte arendada , määris ta mõne aja pärast veretama löönud naiseselga päevituskreemiga . 
232	NA	 Siis hulkusid nad nõmmemetsades . 
232	NA	 Vanas liivakarjääris tegi ta lõkke , millel nad vorsti ja leiba praadisid . 
232	NA	 Ühesõnaga - nad käitusid nagu tõeline paar armumise algjärgus . 
233	NA	 * * * 
234	NA	" Hilisel pärastlõunal , kui nad Viitna baarist kohvi joomast tulid , jäi insener äkki seisma , tunnistas peatuses seisvat bussi ja ütles Maritile : "" Oodake , palun , autos , eks ! "" "
234	NA	 Ta traavis üle tee ja naine nägi teda bussiaknale koputamas . 
234	NA	 Mariti silme all hargnes liigutav perekonnastseen . 
234	NA	 Kolm last isaga . 
234	NA	 Väiksem süles , tüdruk varrukast kinni , põske ta õla vastu nühkimas , poiss häbelikult ükskõikset teesklemas . 
234	NA	 Viisteist , kolmteist ja kaheksa , hindas Marit . 
234	NA	 Üks hiline , ilmselt mõeldud päästma juba siis lagunema kippuvat kooselu . 
234	NA	 Läbi külgakna bussi vaadanud , silmas Marit seal üht üsna endavanust blondiini jäigal ilmel kaugusse vahtimas . 
234	NA	 Maritil polnud Ivo suhtes mingeid kahtlasi kavatsusi . 
234	NA	 Ometi tundis ta end võidukana ! 
235	NA	 Ivo jooksis auto juurde , otsis kindalaekast pastaka ja paberi , kirjutas telefoninumbri ja viis lastele . 
235	NA	 Kui buss oli läinud ja mees vastu tahtmist autosse tuli , pea tagaseinale toetas ning end lõdvaks laskis , olid ta silmad kahtlaselt tuhmid . 
236	NA	" "" Ja kui ma teaksin , "" ütles ta mõne aja pärast , "" mis see on , mida ma tegelikult tahan . "
236	NA	" Koju ? "" "
236	NA	 Ta raputas pead ja käivitas mootori . 
237	NA	 Ivo ei sõitnud ida suunas , vaid keeras järvede poole viivat teed pidi lõunasse . 
237	NA	 Juba varem oli ta sõidumaneer Maritit häirinud . 
237	NA	 Vasak küünarnukk uksetoel ja peopesa põlvedel . 
237	NA	 Parem käsi süles lebamas . 
237	NA	 Ainult sõrmed puudutasid rooli . 
237	NA	 Selles hajevil olekus siin kitsal ja kurvilisel teel oli see ometi ohtlik ! 
237	NA	 Nagu pedagoogiline kogemus õpetab , on sõbralikus toonis tehtud märkus alati mõjusam . 
237	NA	" Õpetajanna lausus : "" Kui te sellest viiendast rattast korralikult kinni ei hoia , pean ma enda maha paluma ! "" "
237	NA	 See oli ju küllalt leebelt ja naeratades öeldud ! 
238	NA	 Insener nagu ärkas , vaatas Maritile otsa . 
238	NA	" "" Õige sõit käib muidugi vähe teistmoodi , "" soostus ta ja asetas mõlemad käed korralikult roolile . "
238	NA	 Mootor hakkas äkki undama . 
238	NA	 Mets voolas järjest kiiremini vastu . 
238	NA	" "" Kakssada vasak neljas ! "" hüüdis Ivo ja auto viskus kurvi , nii et Marit vastu omapoolset ust paiskus . "
238	NA	 Kummid vigisesid teekattel . 
238	NA	 Hingeahmiv naine nägi , kui otsustavalt kleepusid mehe peod nüüd roolile . 
238	NA	 Kätehaarded olid nagu võrku tarival kaluril , kes teab väga hästi , et vigu ei andestata . 
238	NA	 Kõik sõltub su enda kämmaldest . 
239	NA	" "" Kolmsada parem kolmas ! "" "
240	NA	" "" Jätke kohe järele ! "" karjus Marit . "
240	NA	 Kiirus oli kindlasti tublisti üle saja . 
240	NA	 Ime , et kõrge ja kohmakas piruka-mosse ümber ei läinud . 
240	NA	 Metsa roheline lint vuhises aknais . 
240	NA	 Vastutulev auto tõmbus pervele ... 
241	NA	 Ja äkki oli kõik möödas . 
241	NA	 Männik lõppes ja nad sõitsid avaral küngasmaastikul lõuna suunas , õhtupäike paremat kätt . 
241	NA	 Vasakul tohutu , kaugele ulatuv vari . 
241	NA	 Kiirus oli kahanenud normaalseks ja Ivo istus jälle lõdvalt , üksnes sõrmed roolil . 
241	NA	" "" Selle loksuga rohkem hästi ei riski . "
241	NA	" Läheb veel laiali . "" "
242	NA	" Marit otsis sõnu , et öelda , mida ta sellest arvab , kuid Ivo jätkas rahulikult : "" Tegelikult - ega see mul kuigi edukas harrastus just ei olnud . "
242	NA	 Rool istus mul käes küll . 
242	NA	 Kiiruskatseid olen ma mitmeid võitnud . 
242	NA	 Aga kokkuvõttes tulime ühel aastal Saaremaa rallil oma klassis teiseks . 
242	NA	 Muidu kippusime ikka ära langema . 
242	NA	" Mutrivõti ei ole päris minu tööriist . "" "
243	NA	 Õhtupäikeses märkas naine , et insener Lepala heatahtliku ja pehme ilme varjus peitub jõuline mees . 
243	NA	 Ta habemeoras ei olnud must nagu kõik muud karvad , vaid vaskpunane , ja see jättis temast mereröövli mulje . 
243	NA	 Miks mereröövli habe just punane on , seda Marit endalt ei küsinud . 
243	NA	 Ta oli ärritatud , et pidi mõne minuti selle mehe meelevallas olema . 
243	NA	 Marit ei olnud alistuja . 
244	NA	" Alles Rakveres hüvasti jättes lausus ta : "" Ilus päev oli . "
244	NA	" Aitähh ! "" "
245	NA	 Auto veeres minema ja Maritile meenus , et mingit lepet edaspidiseks polnud neil jutukski olnud . 
245	NA	 Raamatu oli ta hommikul kätte saanud . 
245	NA	 Miski ei hoia teda siin linnas enam kinni . 
246	NA	 * * * 
247	NA	 Bella teadis nagu ikka , millal ta tulemas on . 
247	NA	 Hall ja pulstunud , lonkis ta teiselt poolt teed Maritile vastu , kui buss minema oli veerenud . 
247	NA	 Koer võngutas korraks saba ja tonksas koonu naise pihku . 
247	NA	 See oli ka kõik . 
247	NA	 Just kui muuseas sama rada käima juhtunud , tuli ta ühes Maritiga külavaheteed pidi , keeras kiviaia äärsele tanumale , nuuskis kesalilledes , kastis mõnda tähist . 
247	NA	 Koera nukruse tõelise põhjuse avastas Marit õues . 
247	NA	 See oli üks suurekasvulise krantsi kutsikas , parajasti nii vana , et kippus juba haukuma , laskis aga saba longu , kui Marit teda lähemale kutsus . 
248	NA	 Köögis polnud kedagi . 
248	NA	 Soemüüri tagant kostis vanainimese sügavat hingamist . 
248	NA	 Marit pani koti põrandale ja astus üle läve . 
248	NA	 Isa oli viimaste kuudega jälle tublisti kõhetumaks ja hallimaks läinud . 
248	NA	 Linnuuni . 
248	NA	 Vanamees lõi silmad lahti ja tunnistas tütart . 
249	NA	" "" Said tulema ? "" "
250	NA	 Aivi tuli koos Triinuga lehmi köietamast . 
250	NA	 Õde mõõtis Mariti silmadega üle . 
250	NA	 Tal näis kohe midagi küsida olevat . 
250	NA	 Aga enne oli tädil vaja Triin sülle võtta ja ta pead silitada . 
250	NA	 Tädi tütar see viieaastane värten rohkem oligi . 
251	NA	 Maritil kott , Aivil pesud ja tekk , läksid õed üle õue ja Aivi avas väikese maja ukse . 
251	NA	" "" Tuulutasin tüll , aga ikka on seisnud lõhn . "" "
252	NA	 Külm oli siin kõigepealt . 
252	NA	 Juba mõnda päeva oli ilm olnud lausa jahe . 
252	NA	 Marit tõi räästaalusest virnast puid ja tegi tule pliidi alla . 
252	NA	 Peagi täitis tolmuse pliidiraua lehk eestoa , selle eest sai aga sooja . 
253	NA	" "" Sa ei jää pikaks ? "" päris Aivi . "
253	NA	 Mariti ainus ja seegi mitte eriti mahukas reisikott rääkis selget keelt . 
253	NA	 Rumal see õde igatahes ei olnud . 
253	NA	 Koolilõpu ja kojutuleku vahele jäänud aeg , kõhetu pagas , ent vist ka midagi vanema õe muutunud olekus tegid ta uudishimulikuks . 
253	NA	 Triin tuli just õigel ajal , Marit sai öelda parajasti niipalju , et põnevus tekiks , ja mitte niipalju , et ilmneks , kui ebakindel ja võib-olla tühinegi kõik tegelikult on . 
253	NA	 Lapse kuuldes õed seda juttu ei jätkanud - teades , milline keelekandja see pealtnäha vaikne tüdruk teinekord oli . 
253	NA	 Aivil polnud niipalju mahti , et plika minekut ära oodata . 
253	NA	 Marit jäi elamist sisse seadma . 
253	NA	 Aknad tolmust puhtaks , lilled vaasi , kellapommid üles , asemeriided voodile . 
253	NA	 Triin istus ja jälgis , esitades vahel harva mõne asjaliku küsimuse . 
254	NA	 Aivile oli see kahe avara kambriga hoovimaja sünnikodu . 
254	NA	 Marit mäletas ähmaselt , kuidas nad Siberist tagasi jõudsid ja siia sisse kolisid . 
254	NA	 Talu häärber oli tollal teiste käes . 
254	NA	 Sellegi ulualusega oli esialgu ütlemist . 
254	NA	 Hiljem elas siin oma viimased põdemisaastad Mariti õpetajannast tädi ja Marit oli rohkem tema juures kui muu perega suures majas . 
255	NA	 Ta heitis voodile pikali , kuulas , kuidas põhukõrred kotis tasa krabisesid , hingas sisse lae all rippuvate piparmündi ja koirohukimpude lõhna . 
255	NA	 Triin oli läinud . 
255	NA	 Aknast paistis kahvatu päike . 
255	NA	 Soemüürist õhkus savi ja tahma hõngu . 
255	NA	 Kusagil krabistas hiir . 
255	NA	 Ta oli koju jõudnud . 
256	NA	 Mõne aja pärast tuli Triin . 
256	NA	" "" Ema käskis sööma tulla ! "" "
257	NA	" "" Tule siia ! "" "
257	NA	 Marit võttis lapse käe . 
257	NA	" "" Kuidas ema täpselt ütles ? "" päris ta naeratades , selgel , hästi moduleeritud õpetajahäälel . "
258	NA	" "" Mine , kutsu tädi sööma ! "" kätsatas plika , ülakeha ette kallutades . "
258	NA	 Mäng oli tal veel meeles . 
259	NA	" "" Sind ema käskis , kuidas sina minule ütled . "" "
260	NA	" "" Palun tule sööma ! "" karjus plika kirikuhaki käriseva häälega ja pistis jooksu . "
260	NA	 Õpetajanna järgnes , kangekaelne naeratus suul . 
261	NA	 * * * 
262	NA	 Üsna samal ajal seisis Ivo Lepala korbatanud värviga ukse taga ja ootas . 
262	NA	 Koputus ei kutsunud eluruumides esile mingeid kuuldavaid reaktsioone . 
262	NA	 Kolm päeva oli mees vastu pidanud ja seisis nüüd siin , valmis jätkama mängu , millest ta peaaegu kõike juba niigi ette teadis , mis ei tõotanud midagi peale hingevaeva . 
262	NA	 Aga see oli alles tulevikus . 
262	NA	 Praegu see ehk mõne aja aitaks . 
263	NA	 Insener lahkus , hoidudes hoovinurgalt tagasi vaatamast . 
263	NA	 Ta ei uskunud , et tuleb siia jälle ja jälle , ning juba mõne päeva pärast jõuab ta selleni , et hiilib hoovi õhtuvidevikus veendumaks , et teise korruse kaks akent on pimedad , et õpetajanna on tõenäoliselt siiski ära sõitnud ja mitte lihtsalt ei keeldu talle ust avamast . 
264	NA	 Nagu esimest korda armunud ! 
264	NA	 Oleks ta siis armunud ... 
265	NA	" "" Ma muutun süldiks ! "" "
265	NA	 Rohkem kui sõnad piinas Ivot hääletoon . 
265	NA	 Juba mitu kuud kägistas see teda . 
265	NA	" "" Ma muutun süldiks , kui ta mind puutub ! "
265	NA	 Sa ise ka ei paneks vastu . 
265	NA	 Ma ei või Ivot enam nähagi . 
265	NA	" Mul hakkavad käed värisema , kui ma teda näen . "" "
265	NA	 Kolmveerand tundi samas vaimus . 
266	NA	 Mõrkja eneseirooniaga mõtles insener Lepala , et see kõik on nagu sügelised - ainult siis , kui sul muud tegemist pole , pead ennast kratsima . 
266	NA	 Läheb meelest ja võid naerda , tegutseda , olla normaalne mees . 
266	NA	 Või mis veelgi kõhedam - kas ta äkki ise ei tee kõigest asjatult numbrit ? 
266	NA	 Kas ta ikka võtab seda nii tõsiselt või hoopis näitleb millegi varjamiseks endale tähtsaks seiku , millest hingepõhjas teab , et see kõik midagi ei loe ? 
266	NA	 Ei , ta vajab seda jonnakat ja paindumatut naist , et temaga näägeldes unustada kogu hingesasi ! 
267	NA	 * * * 
268	NA	" "" Ikka pole veel mehele läinud ! "" "
268	NA	 Mihkel naeris laia lõuaga . 
268	NA	" "" Häbi su pärast ! "
268	NA	 Et sa ka ise ei häbene ! 
268	NA	 Ja mis sa siia tulid ? 
268	NA	 Heina sel aastal ei ole ega tule . 
268	NA	 Nii kuradi kuiv on , et varsti habe ka enam ei kasva . 
268	NA	 Talvel tuleb lojustele ajalehte ette lugeda . 
268	NA	 Mis kasu sinust siin on ? 
268	NA	" Üks suu rohkem toita ! "" "
269	NA	 Mariti ilme läks pikkamisi sõjakaks . 
269	NA	 Mihkel oli saavutamas seda , mida taotleski . 
269	NA	 Iga teise peale oleks õpetajanna juba ammu vihastanud . 
269	NA	 See nende lõõp võttis teinekord päris ohtlikud vormid . 
269	NA	 Juhtus vahel , et Mariti mõõt sai täis ja ta sõimas õemeest joodikuks , juhmardiks ja pätiks . 
269	NA	 Ja Mihkel võidutses . 
269	NA	 Ta oli suutnud murda läbi linliku viisakusevõõba , paljastanud maatüdruku , kes kõikide loomulike asjade kohta ainult loomulikke , emakeelseid sõnu pruukis . 
269	NA	 Nende vahe oli siis vaid riietuses ja pestuses , ei enamas . 
269	NA	 Seda Mihkel täiesti avalikult taotleski . 
269	NA	 Ja Marit , teades mängu mõtet , püüdis visalt vastu panna solvangute tulvale , hambad risti väljapeetust säilitada . 
270	NA	 Oli teinegi põhjus , miks Marit meest talus , kuigi ta seda sõnastatud mõtlemise tasandilegi ei lubanud . 
270	NA	 Nad olid sarnased , Marit ja Aivi , kaks tugevat ja töökat , peaaegu üheealist heledapäist naist . 
270	NA	 Sarnased olid nad olnud ka üheteistkümne aasta eest , kui noorem õde mehele läks . 
270	NA	 Maritil oli juba siis küljes see eriline hingus , mis nagu rästiku sisin mehi eemale hoidma hoiatas . 
270	NA	 Ise sellest aimamisi teadlik , kartis Marit olevat selle parandamatu , võib-olla koguni sünnipärase vea . 
270	NA	 Kõik , mida Aivi toona Maritile sosistanud oli , muutus pisut ka nagu vanema õe eluks . 
270	NA	 Nende sarnasuse tõttu oleks Mihkel nagu ka Maritit kosinud Kuigi ta muidugi ise sellist meest poleks tahtnud ! 
