par_nr	head	sentence
128	NA	 Paistis , et kuuldustel Hundi amulettide tervendavast mõjust oli tõepõhi all — tüdruku jalad olid tunduvalt paremas seisus ning tundus , et hommikuks on ta vastu igasuguseid ootusi täiesti terve . 
128	NA	 Ime ? 
129	NA	 Uber ühmas kahtlevalt . 
129	NA	" "" Selliste väikeste imedega meid püütaksegi , "" mõtles ta . "
129	NA	" "" Need peavad pinnase tõeliste imede jaoks ette valmistama ... "" "
130	NA	" "" Ma mõtisklesin lihtsalt religioonist , "" sõnas ta vabandavalt , nähes tüdruku imestunud pilku . "
131	NA	" "" Te pole sellest vist eriti vaimustuses ? "" "
132	NA	" "" Noh , võib vist ka nii öelda . "" "
133	NA	" "" On see ... on see kuidagi seotud sellega , mis juhtus ? "" söandas Carna arglikult pärida . "
134	NA	 Uber nõksatas jäigaks , kuid ainult hetkeks . 
134	NA	 Siis sundis ta ennast vastama . 
134	NA	 Ta teadis , et ei saa selle eest lõputult põgeneda . 
135	NA	" "" Kahtlemata on sellel oma osa , "" sõnas ta lõpuks ettevaatlikult . "
135	NA	" "" Kuigi ma pole kunagi eriti religioosne olnud . "
135	NA	" Ma olen küll uurinud erinevaid usundeid ja religioone , kuid seda rohkem kõrvaltvaataja seisukohast , õpetlasena . "" "
136	NA	" "" Sel juhul võiksite te oma teadmisi minugagi jagada , "" pakkus Carna . "
136	NA	" "" Mina näiteks ei tea religioonist peaaegu midagi . "" "
137	NA	 Uber pööras end jahmunult tema poole . 
138	NA	" "" Kuidas see võimalik on ? "" ei tahtnud ta uskuda . "
138	NA	" "" Te tulete palverännakule ja väidate nüüd , et ei tea religioonist midagi ? "" "
139	NA	" "" Nii see on , "" kehitas tüdruk õlgu . "
139	NA	" "" Ma ju ütlesin , et ei teadnud isegi , mida ma siit leida lootsin . "
139	NA	" Ma vist tahtsin lihtsalt , et minuga juhtuks midagi , mis aitaks mul eneses selgusele jõuda ; midagi , mis mu elu paika paneks ... "" "
140	NA	 Uber üritas end koguda . 
140	NA	 Oli see võimalik ... ? 
140	NA	 Oli see võimalik , et ka Tamery oli lihtsalt tulnud ? 
140	NA	 Tulnud , teadmata isegi täpselt , miks ? 
140	NA	 Tulnud , oskamata isegi sõnastada neid põhjuseid , mis teda selleks ajendasid ? 
140	NA	 Väga võimalik , et nii see oligi . 
141	NA	" "" Rääkige mulle Avanemisest , "" palus tüdruk . "
142	NA	 Mõtted pudenesid laiali nagu helmed katkisest keest . 
143	NA	" "" Avanemisest ? "" kordas Uber . "
143	NA	" "" Olgu , räägime siis Avanemisest . "" "
144	NA	 Ta tõmbas oma koti lähemale , otsis veidi ja tõmbas siis välja väikese ristkülikukujulise eseme . 
145	NA	" "" Mis see on ? "" päris Carna uudishimulikult . "
146	NA	" "" Raamat . "
146	NA	" Mõnel pool kloostrites on tavaks neid ikka veel ammuse kombe kohaselt plastlehtedele salvestada . "" "
147	NA	 Uber lülitas raamatu sisse ja tähed hakkasid helendama . 
148	NA	" "" Kas usku on võimalik teada ? "
148	NA	" Traktaat religioonist ehk miks Avanemine ebaõnnestus , "" luges Carna . "
149	NA	" "" Selle on kirjutanud Ektor Gabis* , Getmannelt pärit munk , kes suurema osa oma elust veetis Fabulusel , "" sõnas Uber . "
149	NA	" "" Oma elu lõpupoole naases ta siia , Hundile , kus temast kunagi munk oli saanud , ja kirjutas kloostris elades selle teose . "
149	NA	" Suhteliselt igav raamat , eriti kui võrrelda tema autobiograafiaga , mis kirjeldab Fabulusel aset leidnud kummalisi sündmusi , kuid Avanemise mõistmiseks ilmselt hädavajalik lektüür ... "" "
150	NA	" "" Getmanne , Fabulus ... "" pomises Carna . "
150	NA	" "" Need on vist kusagil otsata kaugel ? "" "
151	NA	" "" Jah , "" nõustus Uber ja tõstis pilgu öötaevasse . "
151	NA	 See oli must ja põhjatu ja tähti täis . 
151	NA	 Need sädelesid seal nagu kuldsed tähnid Carna silmades . 
151	NA	" "" Siit neid näha ei ole . "
151	NA	" Ilmaruumi Kolgas — nii kutsuti Fabulust , enne kui ta tuntuks sai ... "" "
152	NA	 Ka tüdruk vaatas üles , tema pea puutus vastu Uberi õlga ja jäigi sinna . 
152	NA	 Hetkeks tundis Uber kiusatust raamat pimedusse heita ja ... 
152	NA	 Siis võttis ta end kätte . 
153	NA	" "" Ma siis loen ? "" päris ta veidi rabedalt . "
153	NA	" "" Olete te kindel , et tahate seda kuulata ? "" "
154	NA	" "" Jah , "" sosistas Carna ning sulges silmad . "
155	NA	" "" Kõik sai alguse Maal , "" alustas Uber . "
155	NA	" "" Inimkonna algul , neil ammustel aegadel Maal , tekkisid religioonid , tekkisid koos inimesega . "
155	NA	 Maalt sai alguse ka traditsioon kanda religioon ajatute asjade kilda . 
155	NA	 Kui inimene hakkas ümbritsevat mõistma , taipas ta , et on vaid tühine ajalik tolmukübe ajatus universumis . 
155	NA	 Universum oma kõiksuses on jääv . 
155	NA	 Inimese osaks on elada oma elu ja lahkuda . 
155	NA	 Kaduda , hävida , haihtuda . / ... / 
156	NA	 Inimene on ajalik ja surelik . 
156	NA	 See on kurblik paratamatus , ületamatu tõde , eemaletõukav tõdemus — me kaome ja sureme , aga maailm jääb . 
156	NA	 See on asi , millega inimene pole suutnud leppida — inimene tahab elada ka siis , kui midagi enam ei ole . / ... / 
157	NA	 Üksikinimene võib end surematuks teha oma tegude läbi , füüsiliselt aga ei iial . 
157	NA	 Nii tekkisidki religioonid , kõik sarnased oma lootuses inimese eluiga pikendada , olgu või sealpoolsusega . 
157	NA	 Surematus on ulm , mis on sünnitanud religioonid . 
158	NA	 Ja siis oli inimesele vaja jumalat . 
158	NA	 Jumal pidi olema loovuse andja ja elu kandja . 
158	NA	 Inimene on alati tahtnud oma jumalat personifitseerida . 
158	NA	 Isegi siis , kui jumalana hakati ette kujutama teadvust , pidi see ju kellelegi kuuluma . 
158	NA	 Nii tekkisid ühejumalausud , inimene aga hakkas kõikjalt otsima jumalikke ilmutusi . 
158	NA	 Otsima ja leidma . 
159	NA	 Me ei tea , millistes oludes ja milliste juhtumuste ajel sündisid peamised usundid Maal . 
159	NA	 Ilmselt pidid aset leidma sündmused , mis tolleaegsetele inimestele pidid vähemalt näiliselt suutma tõestada , et elu ja surma piiri on võimalik ületada . 
159	NA	 Me ei tea , kas need olid tõeliselt jumaliku või mingi määratlemata teadvuse ilmingud . 
159	NA	 Või olid need lihtsalt instseneeritud . 
159	NA	 Selge on aga , et aset leidsid niiöelda imed . 
159	NA	 Ainult tavaelust väljapoole ulatuv kogemus võib inimestele anda tugeva religioosse impulsi . 
159	NA	 Mis seal tegelikult toimus , jääb igaveseks saladuseks , sest usundite tekkepõhjused ja algsed impulsid lähevad pikapeale meelest ja ununevad . 
159	NA	 Nii kaotavad usud aja jooksul oma olulisi kvalitatiivseid omadusi , ehk neidki , mis algselt võisid olla nende tekkejõuks ja põhituumaks . 
159	NA	 Kui kunagi leidsidki Maal aset sündmused , milles ilmutas ennast kõrgem teadvus , siis on nad juba ammu meelest läinud . / ... / 
160	NA	 Paradoks seisneb selles , et ka religioonid ei ole ajatud , nagu inimene on ekslikult arvanud . 
160	NA	 Ajatu võib olla küll usk kui selline , mitte aga religioonid . 
160	NA	 Religioonid vananevad . 
160	NA	 Usundid sünnivad , kasvavad , elavad üle oma lapsemeelse siiruse ja otsekohesuse , jõuavad küpsesse loome- ja teotsemisikka , hakkavad keskiga ületades kalduma sofismi ja keerutamisse , vanaks jäädes aga hakkavad meenutama kuldseid noorusaegu , üritavad ühendada oma elukogemust möödatormava uue ajaga , kuni lõpuks valulist vanadusnõtrust põdema jäävad . 
160	NA	" Ja siis surevad nad välja . "" "
161	NA	 Uber vaikis . 
161	NA	 Carna silmad olid endiselt suletud ning mees ei teadnud , kas ta kuulas veel . 
161	NA	 Öö oli karge ja vaikne ning Uber tundis korraga , kui kohatu on istuda sellisel ööl lõkke ääres ja lugeda kaunile noorele naisele traktaati religioonist . 
161	NA	 Ta pani raamatu kinni . 
162	NA	" "" Mis edasi sai ? "" päris Carna silmi avades . "
162	NA	 Ta oli kuulanud . 
162	NA	 Ta tahtis tõepoolest teada , seda oli ta silmadest näha . 
163	NA	 Uber kõhkles hetke imestunult ja luges siis edasi . 
164	NA	" "" Pole kahtlust , et on olemas mingi Kõrgem Teadvus , millelt algreligioonid Maal kunagi innustust said . "
164	NA	 Universumi ülim liikumapanev jõud , millelt saadud sõnumeid esimesed usundid inimkonna hällis vastavalt oma arusaamadele kohandasid ja mugandasid . 
164	NA	 Tõlkisid endale arusaadavasse keelde , lisasid inimlikke käitumisreegleid ja kõige oleva tekkepõhjendusi . 
164	NA	 Kuni saabus uus ajastu — Kolonisatsioon . 
164	NA	 Inimesed lahkusid Maalt , pühapaigad jäid kaugele maha , sõnumid ununesid . 
164	NA	 Side katkes . 
165	NA	 Inimene lahkus Maalt , heitis endalt religioonide kütked , lendas lõpmatusse . 
165	NA	 Elu ja surma müsteerium leidis lahenduse ruumis . 
165	NA	 Ilmaruumi avarustega ületas inimene oma eksistentsi traagika . 
165	NA	 Maa religioonid olid ühe planeedi religioonid , nad saidki võrsuda ja idaneda vaid piiratud ruumis . 
165	NA	 Keegi ei tea , mis täpselt juhtus ja miks . 
165	NA	 Võibolla ületas inimene ilmaruumi avarusse jõudmisega mingil moel kõiksuse teadvuse taluvuse piiri . 
165	NA	" Tulemuseks oli , et inimesele anti taas teada , et elu ja surm on kellegi kätes , kes on kõrgem kui inimene ... "" "
166	NA	" "" Kuidas see juhtus ? "" uuris Carna . "
166	NA	 Ta oli oma pea mehe õlalt võtnud ja varjud mänglesid ta palgeil , kui ta tulle vaatas . 
167	NA	" "" Gabise kirjelduse järgi oli neid tuhandeid , kes siia , Hundile , kogunesid . "
167	NA	 Nagu rändlinnud , ütleb ta . 
167	NA	 See juhtus sajandeid tagasi . 
167	NA	" Ja siis anti neile teada ... "" "
168	NA	" "" Nad surid ja ärkasid uuesti ? "" päris tüdruk erutatult . "
168	NA	" "" Ja see oligi Avanemine ? "" "
169	NA	" "" Jah , "" sõnas Uber ja pani raamatu ära . "
169	NA	 Sedapuhku lõplikult . 
170	NA	" "" Aga miks see siis selle munga meelest ei õnnestunud ? "" ei mõistnud Carna . "
170	NA	" "" Praegu on see religioon ju vägagi levinud ... "" "
171	NA	" "" Neile anti teada . "
171	NA	" Ja koos teadmisega anti neile ka tõend — ese , mille abil sai tappa ja uuesti ellu äratada , "" mõtiskles Uber . "
171	NA	" "" Gabise arvates oli põhjus selles , et usku ei saa teada . "
171	NA	" "" Inimene pole nõus kunagi võtma teadmist usu pähe , "" ütleb ta . "
171	NA	" "" Selleks on ta liiga uhke . "" "
171	NA	 Ma olen temaga selles osas nõus , kuid minu meelest polnud see peamine . 
171	NA	 Viga oli tõendis , selles esemes , millega võim surma ja ülestõusmise üle anti inimese kätte . 
171	NA	 See devalveeris usku , see devalveeris ka Kõrgemat Teadvust ja muutis vajaduse tema järele nulliks . 
172	NA	 Avanemine kukkus läbi . 
172	NA	" See , mis praegu levinud on , on Uus Avanemine . "" "
173	NA	" "" Te tahate öelda , et see ... et ta proovis uuesti ? "" "
174	NA	" "" Kõrgem Teadvus ? "
174	NA	" Jah . "" "
174	NA	 Uber kohendas tukke ja lõke lõi uuesti lõõmama . 
174	NA	" "" Ta ootas sajandeid , et mälestus tuhmuks , et teadmine tõendite olemasolust jõuaks unustusse vajuda . "
174	NA	 Ja siis proovis ta uuesti . 
174	NA	 Proovis siinsamas Hundil . 
174	NA	 See oli Uus Avanemine . 
174	NA	 Ja seekord oli sellel edu . 
174	NA	 Uus religioon puhkes õide , rajati sadu kloostreid , palverändurite voorid ummistasid kõik liinid Hundile ... 
174	NA	" Uus Avanemine on levinud kohutava kiirusega ja kinnitanud kanda peaaegu kõigis inimeste maailmades peale Koriandri ... "" "
175	NA	" "" Miks Koriander erand on ? "" oli Carna üllatunud . "
176	NA	 Uber kehitas õlgu . 
177	NA	" "" Sest Koriander on igas mõttes erand . "
177	NA	 On peaaegu avalik saladus , et Koriander on osavate tehnikatürannide poolt valitsetav orjanduslik planeet , ainus omataoline inimeste maailmadest . 
177	NA	 Seda teavad kõik , peale Koriandri elanike endi . 
177	NA	 Nende arvates on neil vedanud , et neid juhib surematu Mante , jumala enda väljavalitu , kes end aegajalt teisest dimensioonist rahvale ilmutab ja ütleb , kuidas elada . 
177	NA	 Osav trikk , millega rahvast manipuleeritakse , muud ei midagi . 
177	NA	 Dimensioonikineetika . 
177	NA	 Pole siis imestada , et Uus Avanemine Koriandril on keelatud . 
177	NA	 Jõud , mis kontrollib elu ja surma ; jõud , mille võimuses on ka inimesel lasta surma piir ületada ja siis jälle tagasi pöörduda , võib surematu Mante troonilt tõugata , tema olemasolu mõttetuks muuta . 
177	NA	 Ja seda ei saa need , kes Koriandril tegelikult valitsevad , lasta juhtuda . 
177	NA	 Koriandril pole Uuest Avanemisest kuuldudki . 
177	NA	 Mungad , kes sinna lähevad , tapetakse ; kogu sissetulev info tsenseeritakse . 
177	NA	 Neil on nende Mante ja nad on õnnelikud . 
177	NA	" Või vähemalt arvavad , et on . "" "
178	NA	 Järgmisel päeval pöördus Carna selle jutuajamise juurde tagasi . 
178	NA	 Eelmisel õhtul olid nad veel pikalt vestelnud ning alles siis , kui lõke oli lõplikult kustunud , olid nad telki pugenud . 
179	NA	 Päev oli pilvine . 
179	NA	 Rada oli kividel vaevu näha ning edasiliikumine edenes aina vaevalisemalt . 
179	NA	 Viimased jändrikud puud olid selja taha jäänud , isegi rohtu märkas silm aina harvem — mõni üksik tutt siin-seal kivi veeres . 
179	NA	 Ainult erivärvilised samblikud , mis kive katsid , ilmestasid nüüd seda troostitut ja üksildast maastikku . 
179	NA	 Õhk oli klaar ja läbipaistev nagu klaas . 
180	NA	 Lõuna paiku hakkas sadama . 
180	NA	 See polnud äge ja tormlev valing , mis mõne minutiga raugeb , vaid tuim ja järjekindel sadu , mis võib kesta tunde , kui mitte päevi . 
180	NA	 Kõik muutus ühtlaselt halliks ning korraga polnud enam vähimatki orientiiri , mille järgi liikuda . 
180	NA	 Juba meetri kaugusel polnud enam näha midagi muud peale monotoonse veekardina . 
180	NA	 Kuigi nende kummalised rüüd vee eest päris head kaitset pakkusid , tahtis Uber siiski laagrisse jääda . 
180	NA	 Oli hullumeelsus sellise ilmaga edasi minna . 
181	NA	 Kui ta seda ka mungale ütles , vaatas vanamees teda sellise pilguga , et Uber võpatas . 
181	NA	 Munk ei tahtnud mingist peatusest kuuldagi . 
181	NA	" "" Õhtuks oleme kohal ! "" raius ta . "
181	NA	" "" Siis puhake , palju tahate . "" "
182	NA	 Ta tahtis iga hinna eest nii ruttu kui võimalik kloostrisse tagasi jõuda . 
182	NA	 Paistis , et ta kartis Imest ilma jääda . 
182	NA	" "" Mis siis , kui vahepeal toimub Avanemine ? "" oli tema peamine argument . "
182	NA	 Kui Uber oli selle peale kostnud , et mis siis ikka , eks nad ootavad siis järgmist korda , oli vanamees talle peaaegu kallale läinud . 
182	NA	 Alles siis , kui Carna oli märjal samblikul libastunud ja napilt lõhangusse kukkumisest pääsenud , oli munk lõpuks nõustunud laagri üles lööma ja ilma selginemist ootama . 
183	NA	 Ta oli telgid üles pannud ( Uber imestas siiamaani , kuidas munk sellega paljal kaljul hakkama sai ) ja nüüd konutasidki nad Carnaga oma telgi ukseavas ning vaatasid , kuidas vesi langeb . 
183	NA	 Lõkke tegemisele ei tasunud mõeldagi . 
184	NA	" "" Te ütlesite , et inimesed seal Koriandril , et nad on õnnelikud . "
184	NA	" Või vähemalt arvavad , et on , "" tuli Carna ootamatult eelmise õhtu vestluse juurde tagasi . "
184	NA	" "" Kui nad arvavad , et on , siis nad ju ongi , kas pole ? "" "
185	NA	" "" Kuidas võtta , "" ühmas Uber . "
185	NA	" "" Mis on üldse õnn ? "
185	NA	" Sajad filosoofid on selle üle vaielnud , ma ei usu , et minul sellele midagi lisada oleks ... "" "
186	NA	" "" Aga siiski , "" käis tüdruk peale . "
186	NA	" "" Mis on teie arvates õnn ? "" "
187	NA	" "" Minu meelest on õnn eesmärgini jõudmine , mingi unistuse täitumine , "" arutles Uber . "
187	NA	 Talle olid need igaõhtused vestlused meeldima hakanud , nii et ta isegi ootas neid , kuigi ei mõistnud hästi , mis tüdruk neis leidis . 
187	NA	 Ta ise sai sel moel oma laialikippuvaid mõtteid korrastada . 
187	NA	 Võibolla tegi ka tüdruk sedasama ? 
187	NA	" "" Te ju ise ütlesite ka , et teil pole sihti , te pole õnnelik . "
187	NA	 Mitte et te oleksite õnnetu , ei , te lihtsalt pole õnnelik . 
187	NA	 Kui nüüd Koriandrist rääkida , siis jah , kahtlemata on nad omamoodi õnnelikud . 
187	NA	 Neil on oma väikesed soovid , oma eesmärgid , mille täitumine teeb nad õnnelikuks . 
187	NA	 Meie meelest võivad nad olla õnnetud ja laiemas plaanis nad seda ju ongi , sest nad ei taju tegelikku olukorda . 
187	NA	" Kuid just see , et nad seda ei taju , võimaldabki neil olla õnnelik , nii paradoksaalne kui see ka ei näi . "" "
188	NA	" "" Teie arust on õnn siis soovide täitumine ? "" kordas Carna mõtlikult . "
189	NA	" "" Päris nii lihtne see siiski ka ei ole , "" süvenes ka Uber ise oma mõttekäiku . "
189	NA	" "" See seletus oleks nagu otsetee ühest punktist teise . "
189	NA	 Otseteed õnne juurde pole aga olemas . 
189	NA	 Tee õnne juurde on alati pikk ja käänuline . 
189	NA	 Ja raske . 
189	NA	 See on nagu see rada , mida mööda me praegu mäkke ronime — järsk , ohtlik , kohati libedavõitu . 
189	NA	 Meie eesmärk on tippu jõuda ja kui me sellega hakkama saame , oleme õnnelikud . 
189	NA	 Siis mingil hetkel avastame aga , et ainus tee edasi viib taas mäest alla , järgmise mäe jalamile . 
189	NA	 Ja nii aina edasi — uued mäed , uued tipud , uued eesmärgid ... 
189	NA	" Pigem võiks siis öelda , et õnn ise ongi tee . "" "
190	NA	 Tuul oli pöördunud ja peksis nüüd vihma telgi ukse vahelt sisse . 
190	NA	" "" Huvitav , miks nad siin jõuväljageneraatorite asemel ikka veel neid vanamoodsaid telke kasutavad ? "" mõtles Uber , üritades tuules loperdavat märga uksesiilu molekulaarlukuga kinni sulatada . "
190	NA	 Tüdruk lükkas märjad juuksed silmade pealt eemale ja tuli talle appi . 
190	NA	 Hetkeks puutusid nende käed kokku . 
191	NA	" "" Nii et igavest õnne pole siis olemas ? "" päris tüdruk , kui uks oli kinni . "
192	NA	" "" Igavest õnne ? "" "
192	NA	 Uber muigas . 
192	NA	" "" Kumba te õigupoolest otsite — õnne või õndsust ? "" "
193	NA	" "" Mis seal vahet ? "" kehitas tüdruk õlgu . "
194	NA	" "" Oi , vahe on suur , "" ohkas Uber , heitis pikali ja tõmbas munga käest saadud kerge teki peale . "
194	NA	 Õhk oli rõske . 
194	NA	 Hämardus . 
194	NA	" "" Õndsus ongi ju igavene õnn . "
194	NA	 Mõelge nüüd ise , kas sellist saabki olla ? 
194	NA	 Kui te enam midagi ei soovi , teil pole enam ühtegi eesmärki , siis jääb vaid tühjus . 
194	NA	 Olemine muutub mõttetuks , sest pole enam millegi poole püüelda . 
194	NA	 Õndsus on soovide puudumine . 
194	NA	 Õndsus on tühjus . 
194	NA	 Õndsus on surm . 
194	NA	 Aga surm ei ole õndsus . 
194	NA	 Veel vähem on ta õnn . 
194	NA	" Nii et kui te minu arvamust kuulda tahate , siis otsite te valest kohast . "" "
195	NA	 Mõnda aega valitses telgis vaikus . 
196	NA	" "" Mul on külm , "" sosistas Carna äkki . "
196	NA	" "" Kas ma teie juurde tohin tulla ? "
196	NA	" Koos on soojem . "" "
197	NA	 Uber tahtis juba keelduda , kuid mõtles siis ümber . 
197	NA	 Ta kergitas tekiserva ja tüdruk puges tema juurde . 
197	NA	 Tüdruku avar rüü kerkis üles ning kui Uber tal ümbert kinni võttis , jäi ta käe alla tüdruku soe paljas ihu . 
198	NA	 Keha reageeris kohe . 
198	NA	 Uber kõhkles veidi , kuid ta kahevahelolek ei kestnud kaua ning keha sai mõistusest võitu . 
198	NA	 Tasapisi libistas ta pihku allapoole , avastades siidpehme naha saladusi . 
198	NA	 Sellest oli kaua aega , kui ta viimati ... 
198	NA	 Kuid tal ei lastud pikalt mõnuleda . 
198	NA	 Carna ajas käe talle ürbi alla , leidis , mida oli otsinud ja ohkas rahulolevalt . 
198	NA	 Siis sööstis ta mehe rüppe nagu janune kaevule . 
198	NA	 Ta imes end mehe huulte külge , heitis jala üle Uberi puusa ja keeras ta endale peale , vangistades mehe oma reite tugevasse haardesse ... 
199	NA	 Uber istus telgi ees kaljunukil . 
199	NA	 Kivi oli külm ja niiske . 
199	NA	 Vihma ei sadanud enam , kuid nüüd lainetas kõikjal udu , muutes mäed ebareaalseks . 
199	NA	 Hoolimata kuldsest ürbist puges rõskus tasapisi naha vahele ja Uber väristas end. 
200	NA	 Siis vandus ta vaikselt . 
201	NA	" "" Mul on külm , "" oli Carna öelnud ja see oli vale . "
201	NA	 Palveränduri kuldne rüü kaitses nii vihma kui külma vastu ; ka Uber ise oli õhukese teki vaid harjumusest peale tõmmanud . 
201	NA	 Nüüdki tundis ta rõskuse puudutust alles pärast mõnetunnist kivil konutamist . 
202	NA	 Kurat , see tüdruk oli ta jälle haneks püüdnud ! 
202	NA	 Uberile meenus eelmine õhtu . 
203	NA	 See oli olnud lühike ja jõhkravõitu akt . 
203	NA	 Pigem võitlus kui naudingu jagamine . 
203	NA	 Nad olid end kiiresti tühjaks laadinud ja siis kurnatult unne vajunud . 
203	NA	 Mõni tund hiljem oli Uber ärganud , aetuna ängist , mis teda siiani rõhus . 
203	NA	 Keha oli rahul , kuid hing oli haige . 
203	NA	 Ta oli unes näinud Tameryt . 
203	NA	 Naine seisis mere kaldal , just nii , nagu ta teda mäletas nende viimaselt puhkuselt Selenusel , õhuke rüü tuules lendlemas , veepisarad juustes . 
203	NA	 Siis ta naeratas , lehvitas talle ja hüppas kaldast alla . 
203	NA	 Ta oli kaldapealsele jooksnud ja alla vaadanud , kuid seal polnud midagi . 
203	NA	 Mitte midagi . 
203	NA	 Ja siis oli ta ärganud . 
204	NA	 Uber langetas pea kätele ja sulges silmad . 
204	NA	 Teda vaevasid süütunne ja kahetsus . 
204	NA	 Ja tunne , et ta on naise mälestust kuidagi petnud . 
205	NA	 Pehmed käed põimusid õrnalt ümber ta kaela . 
205	NA	 Uber naeratas . 
205	NA	 Talle tundus , et Tamery on tagasi tulnud , et talle andeks anda . 
205	NA	 Kohe kuuleb ta naise mahedat häält ... 
206	NA	" "" Miks sa ei maga ? "" "
207	NA	 Uberi silmad võpatasid pärani . 
207	NA	 Hääl oli võõras . 
208	NA	 Carna . 
208	NA	 Muidugi . 
209	NA	 Uber haaras tüdrukul käest , nii et too kiljatas , ja tõmbas ta enda ette . 
210	NA	" "" Olid sa eile õnnelik ? "" nõudis ta häält tõstes . "
211	NA	" "" Jah ! "" muheles tüdruk . "
212	NA	" "" Siis pööra tagasi ja tee seda , mis sind õnnelikuks teeb . "
212	NA	" Ela ! "" karjus Uber , valades välja oma viha . "
212	NA	 Viha enese ja Carna ja , jah , isegi Tamery peale . 
212	NA	" "" Ära otsi surmast õnne ; sealt sa seda ei leia ! "
212	NA	 Võibolla leiad sa sealt õndsuse . 
212	NA	 Võibolla . 
212	NA	" Kuid õnne mitte iialgi ! "" "
213	NA	 Carna vaatas talle otsa . 
214	NA	" "" Sa armastad teda ikka veel , "" sõnas ta siis vaikselt . "
215	NA	 Uber ei vastanud . 
215	NA	 Ta tõukas tüdruku eemale , tõusis ja sammus mägedesse . 
216	NA	 Hommik oli imeline . 
216	NA	 Mäed , mis udulooridest välja koorusid , olid ööga otsekui uuesti sündinud . 
216	NA	 Näis , nagu oleks vihm värvid puhtaks pesnud , nii kirkalt säras kõik tõusva päikese esimestes kiirtes . 
217	NA	 Munk oli jõudnud telgid kokku panna ja kui Uber oma sihitult hulkumiselt mägedesse tagasi jõudis , alustati taas rännakut . 
217	NA	 Uberi küsimusele hommikusöögi kohta urahtas munk vastuseks , et klooster on lähedal ja seal saab ka süüa . 
218	NA	 Uber kehitas õlgu ja sammus vaikides edasi . 
218	NA	 Ta ei mõistnud munga vaenulikkust ega üritanudki sellesse süüvida . 
218	NA	 Tal oli muulegi mõelda . 
219	NA	 Carna kõndis temast paar sammu tagapool . 
219	NA	 Tüdruk oli küll üritanud temaga juttu teha ja lepitust otsida , kuid Uberi jonnakas vaikimine oli ta uuesti eemale peletanud . 
220	NA	 Rada käändus . 
220	NA	 Kaljud lõppesid ning Uber peatus , rabatuna platool avanevast vaatest . 
220	NA	 Carna hüüatas imestusest . 
221	NA	 Klooster , mis otse kaljusest pinnast taeva poole kõrgus , oli tõepoolest sama sünge ja suursugune nagu mäedki . 
221	NA	 See oli hiiglaslik Esimese Avanemise aegses stiilis massiivne ehitis , mis pidi inimesed täitma imetluse ja aukartusega . 
221	NA	 Päike , mis polnud jõudnud veel kuigi kõrgele mägede kohale tõusta , jäi kloostri varju ja pärgas ta kuldse säraga . 
222	NA	 Nad olid pärale jõudnud . 
222	NA	 Nad olid kohas , kus avaldas end miski , mida ühed kutsusid Kõrgemaks Teadvuseks , teised aga Jumalaks . 
223	 3 . 	 3 . 
224	NA	 Uber istus oma lihtsas , kuid mugavas kambris laua taga ja üritas korrastada seda vähest , mis tal oli õnnestunud teada saada . 
225	NA	 Kloostris elati askeetlikku elu . 
225	NA	 Vaid palverändurite tubades võis märgata mingit hubasust , teiste asukate kongid olid kõledad ja ebaisikulised nagu nende asukadki . 
225	NA	 Kloostri rutiin oli juba paari päevaga tõeliselt painavaks muutunud ning Uber pidi tõsiselt pingutama , et seda taluda . 
225	NA	 Hommikul varakult kasin eine , siis heakorratööd , kuhu inimesi pidi lausa jõuga ajama , kuna kõik kippusid ennastunustavalt Taassünni kabelisse imet ootama . 
225	NA	 Ametlikku lõunaaega üldiselt polnudki , vaid õhtul korraldati veidi toekam söömaaeg , pärast mida andunumad jüngrid taas kabelisse kiirustasid . 
226	NA	 Uksele koputati ning Carna libistas end kambrisse . 
226	NA	 Nad olid tüdrukuga peagi pärast kloostrisse jõudmist ära leppinud ning Uberi rõõmuks jätkusid ka nende õhtused vestlused . 
227	NA	" "" Lihtsalt üle mõistuse ! "" ohkas Uber , kui tüdruk oli voodiserval istet võtnud . "
227	NA	" "" Ma olen nende päevade jooksul peaaegu terve kloostri läbi käinud ja enamiku siinsete asukatega rääkinud , kuid mitte midagi . "
227	NA	 Ma ei suuda senini mõista , mis siin toimub . 
227	NA	 Aga midagi siin toimub , see on kindel . 
227	NA	 Oled sa märganud , kui erinevad on palverändurid ja kloostrielanikud ? 
227	NA	 Palverändurid on elevil ja uudishimulikud ; kloostriasukad on tuimad , nende pilk on surnud . 
227	NA	 Nad ei söö , nad ei maga . 
227	NA	 Selline askees ületab isegi religioosse fanatismi piirid . 
227	NA	 Kogu nende elu eesmärk näib olevat koondunud kabelisse ... 
227	NA	" Muide , mis seal toimub — ma pole ise veel sinna jõudnud ? "" "
228	NA	" "" Seal on selline barjääriga eraldatud ala — nad kutsuvad seda Surma ja Sünni Altariks — need , kes on otsustanud Taassündi kogeda , kogunevad sinna ... "" "
229	NA	" "" Ja edasi ? "" "
229	NA	 Uber kummardus huviga lähemale . 
230	NA	 Carna kehitas õlgu . 
231	NA	" "" Surm ja Taassünd pidavat osaks saama ainult neile , kes on Altaril . "
231	NA	 Tavaliselt on seal kõik kloostri omad ja osa palveränduritest — need , kes on tulnud kindla otsusega Imet kogeda , kuid iga korraga liitub ootajatega üha enam palverändureid . 
231	NA	" Nad loevad palveid ja ... piitsutavad ennast . "" "
232	NA	 Uber võpatas . 
233	NA	" "" Piitsutavad ? "" "
