par_nr	head	sentence
160	NA	 Surusin kinni nii vasakut kui paremat . 
161	NA	 Seejärel vastupidi . 
162	NA	 Pisut halvenenud nägemine ei löö mind rivist välja . 
162	NA	 Loen edaspidi prillidega . 
163	NA	 Järgmisel uimasel hommikul oli neid juba kaks . 
163	NA	 Vaatlesin kurdusid kaua . 
163	NA	 Kuidagi liiga kiiresti tekivad . 
163	NA	 Samas võivad nende tekkimisele soodustavalt mõjuda rasked aastad , töö objektidel , piinamised . 
164	NA	 Peas halle karvu polnud . 
165	NA	 Peaaegu . 
166	NA	 Need ilmusid täie hooga mu hõrenevate juustega pähe palju hiljem . 
167	NA	 Järgmisel varajase talvega aastal . 
168	NA	 Kui veel mäletate , siis tol talvel räägiti ajakirjanduses palju perekonnast , kes toitus inimlihast . 
168	NA	 Seda serveeriti nii hautistena , karbonaadina kui mitmete suppide komponendina . 
168	NA	 Räägitakse , et pereema Kihnu mutt oli veel oma väimehe Heikiga sugulises vahekorras . 
168	NA	 Mis räägitakse . 
168	NA	 Nägin seda ise salaja naabrimehe aknast sisse piiludes . 
169	NA	 Kui part kukkus , lausa võpatasin . 
169	NA	 Olin selle leluga mänginud oma lapsepõlves . 
169	NA	 Mulle meenus ema noorena , plastmassist suleline ja mina , väike ja õnnelik . 
169	NA	 Õnnelik , see on mul hästi meeles . 
169	NA	 Ka mu ema naeris . 
170	NA	 Uskuge mind – naeris . 
171	NA	 Mäletan seda hästi . 
172	NA	 Aga tema silmi ma ei mäleta . 
173	NA	 Need olid tal helesinised . 
174	NA	 Helesinised , aga ei mäleta . 
175	NA	 Algul arvasin minagi , et need hetked ei unune . 
175	NA	 Aga nad ununevad . 
175	NA	 Ka kõige intiimsemad neist . 
176	NA	 Sulgege oma silmad ja proovige meenutada . 
177	NA	 Karvakasvuga näis kõik korras olevat , kasvas . 
177	NA	 Vaata et rohkemgi kui keskmine ette näeb . 
177	NA	 Paar millimeetrit päevas . 
177	NA	 Eks ma hakanud ka varakult peale . 
177	NA	 Raseerimisega . 
177	NA	 Mitte et ma oleksin seda väga tahtnud . 
177	NA	 Pigem vastupidi . 
178	NA	 Kui kurrud oleksid ilmunud mõne tavalise töökaaslase näole , poleks juhtumit peale tema enda keegi tähelegi pannud , kuid mulle valmistasid kurrud tõsist muret . 
178	NA	 Kui te , kallis sõber või sõbranna , leiate end kunagi taolisest olukorrast , siis teadke , et on juba hilja . 
178	NA	 Keha küljest rebitut ei saa iialgi tagasi . 
179	NA	 Nad ei teki ilma põhjuseta . 
180	NA	 Sellest põhjusest ei tahaks ma aga rääkida . 
181	NA	 Kui suudate , siis fantaseerige oma kogemuste raames . 
181	NA	 Ärge ainult naerma puhkege . 
181	NA	 Kui teil neid ei ole . 
182	NA	 Teil on lihtsalt vedanud . 
183	NA	 Või naerge pealegi . 
183	NA	 Olen sellega harjunud . 
183	NA	 Naelte inimkehha löömisega . 
184	NA	 Kurrud muutusid paksuks , hakkasid sügelema ja tekitasid valu . 
184	NA	 Samalaadsed ilmusid ka munanditele ning sugutijuurele . 
184	NA	 Pihku võetult meenutasid nad väikeseid ajupoolkerasid . 
184	NA	 Kibelus oli liikunud piki vart ülespoole . 
184	NA	 Samuti sügelesid aeg-ajalt käeseljad ning silmamunad . 
184	NA	 Lähemal vaatlusel märkasin neil valgeid kõvu täppe . 
184	NA	 Tundsin , et mu tervis on lootusetult läbi , lonkab . 
184	NA	 Jalad end tunda veel ei andnud . 
184	NA	 Kuigi juba higistasid . 
185	NA	 Proovisin olukorra leevendamiseks mitmeid ravivõtteid : kompressi , kõrvenõgeseteed ( talvel kuivatatud taimedest ) , mitmeid uinuteid . 
185	NA	 Aga need ei andnud soovitud tulemusi . 
185	NA	 Ainus , mis küll haigust ei ravinud , kuid võttis kibeluse , oli dimedrool . 
185	NA	 Kahjuks toob viimane kõrvalmõjuna kaasa loiduse , reaktsiooni nõrkuse ja unisuse , mis võivad meie karmis ühiskonnas sulle saatuslikuks saada . 
186	NA	 Olin proovinud endale asjata mitmeid diagnoose panna – alates suhkrutõvest kuni verevähini . 
186	NA	 Eriti kaldusin viimast arvama . 
186	NA	 Kuid nõgestõvele iseloomulike villidega ja allergiatunnustega haigusi on niivõrd palju , et võtab silme ees kirjuks . 
186	NA	 Ilma vereproovita pole võimalik oletusi kontrollida . 
186	NA	 Omakäeliselt ei söandanud ma aga proove võtta . 
186	NA	 Samuti on meditsiiniga päev-päeva kõrval tegelevatel spetsialistidel ka teatud kogemusi sellel alal , seljataga tuhandeid patsiente . 
186	NA	 Loomulikult pole kogemus takjas . 
187	NA	 Arstid on näiteks halvad armatsejad , kuigi astuvad sageli ühtesse oma õnnetute patsientidega . 
187	NA	 Viimases üldlevinud arvamuses pigem kahtlen , sest ma ei usu , et inimkond on langenud nii madalale ametialasele astmele , et kingsepad rahuldavad ennast kingadega , arstid tulevaste laipadega , kirjanikud kirjatähtedega , tuletõrjujad tulega . 
187	NA	 Usun jätkuvalt looduse krooni tervesse mõistusesse . 
188	NA	 No tervesse kehasse kindlasti . 
189	NA	 Terves kehas terve vaim . 
190	NA	 Higistavate jalgade peale ei viitsinud ma isegi mõelda , niivõrd tähtsusetud tundusid need kurdude kõrval . 
191	NA	 Lõpuks otsustasin piiratud teadmistega arsti juurde minna . 
191	NA	 Too oli omal alal parim . 
191	NA	 Eriti tuntud oli ta diagnoosipaneku kiiruse osas . 
191	NA	 Võib-olla pole ma just kõige objektiivsem valgekitlimeeste hindaja , kuid kes meist siis on , kes meist siis on . 
192	NA	 Särav Päike ja ilus ilm tol kaunil looduslähedasel varahommikul ei loonud minus mingeid eufoorilisi illusioone , parandas ehk ainult natuke tuju . 
192	NA	 Tänavanurgal kasvav haraline tamm sirutas oksi nagu lennuks valmistuv raisakotkas . 
192	NA	 Olen näinud neid ainult zoopargis . 
192	NA	 Vabaduses on hakanud raipeid väheseks jääma . 
193	NA	 Mida humaansem ühiskond , seda vähem laipu tänavatel . 
193	NA	 Mäletan , kui elasin kaheksakümnendatel Moskvas , siis ei tehtud laipadest väljagi . 
193	NA	 Anti neile veel jalaga kõhtu . 
193	NA	" Ja surnukeha vastas hoobile kirglikult : "" Bei , jesli ljubiÜ ! "" "
194	NA	 Ei , seda ütles siiski kirglik Ljuba ühel vihmasel sügispäeval . 
194	NA	 Idanaabritel on selline sõjakas iseloom . 
194	NA	 Kolhoosi tantsupeole võetakse alati puss või teritatud vikat kaasa . 
194	NA	 Tõsi , terariistade abil ei avaldata armastust mitte neidudele vaid omasugustele lokkispäistele pruunisilmsetele noormeestele . 
194	NA	 Veri , kui kirgliku armastuse sümbol . 
195	NA	 Siuh-säuh ja punase füsioloogilise lahuse nägemine tekitab sinus ennenägematu erektsiooni , mis ammugi tehnilise piiritusega kõrist alla lastud . 
195	NA	 Kirglikele slaavlannadele see aga meeldib . 
195	NA	 Tehniline piiritus . 
195	NA	 Sellega kustutavad nad oma kirge . 
196	NA	 Või võta sa kinni , mida nad seejuures mõtlevad . 
197	NA	 Enne liinibussi sisenemist ostsin lehepoisilt kõmu-uudiste žurnaali . 
198	NA	 Esikaanel inimsööja , rasvane kont näpus . 
199	NA	 Inimliha moorida . 
199	NA	 Kui julm . 
199	NA	 Mina teeksin seda vaid äärmise häda sunnil . 
199	NA	 Isegi jänese tapmine valmistab mulle raskusi . 
199	NA	 Mõtlen pikk-kõrvale veel tükk aega tagantjärele . 
199	NA	 Ja pärast on hale soolikaid seest välja rookida , nahka nülgida , konte murda , pead otsast lõigata . 
199	NA	 Aga peab , aga peab . 
199	NA	 Proteiinid . 
200	NA	 Need jänkud ei andesta mulle iialgi . 
201	NA	 Inimesed on märksa leplikumad . 
201	NA	 Näiteks mina ei käi kedagi verdtarretamapanevates unenägudes kollitamas . 
201	NA	 Kuigi põhjust oleks küllaga . 
202	NA	 Siiski , ma ei ole leppinud . 
203	NA	 Lihtsalt alla andnud . 
204	NA	 Veel trammiski mõtlesin vastikustundega sellele täielikult viisakustundetule kannibalile . 
205	NA	 Naha- ja suguhaiguste dispanser oli üllatavalt tühi . 
205	NA	 Vaid paar-kolm ooteruumi seina ääres märkamatult oma järge ootavat süfiliitikut . 
205	NA	 Püüdsin neist targu eemale hoiduda . 
205	NA	 Ühel polnud nina , seda hingamiseks nii vajalikku kehaosa . 
205	NA	 Teisel polnud … , jah , uskuge või mitte , kuid teisel polnud vasakut jalga . 
206	NA	 Ega te vist oska ette kujutada , mida see tähendab . 
207	NA	 Võimalik , et ajas kiirustades osakonnad sassi . 
208	NA	 Akna tagant kostus looma haukumist . 
208	NA	 Ilmselt koera . 
209	NA	 Kuid võimalik ka , et sinirebase oma . 
210	NA	 Kogenematu kõrvaga on nende vahel raske vahet teha . 
211	NA	 Kontrollisin veel kord silmanurgast mehe jäsemete arvu . 
211	NA	 Neid oli tõesti üks . 
211	NA	 Köndi otsa võis lotendava püksisääre sees vaid aimata . 
211	NA	 Et invaliidile mitte piinlikkust valmistada , püüdsid tema jalga märkamatult silmitseda . 
212	NA	 Akna tagant kostus el zorro ulg . 
213	NA	 Ei , rebased ei ulu kunagi nii madalas helistikus , mõtles mu väsinud aju . 
214	NA	 Tahtsin just invaliidi käest küsida , kus ta parempoolne tõukejalg on , kui kostus inimhääl . 
215	NA	 “ Sisse . ” 
216	NA	 Jõudsin veel silmanurgast märgata , kuidas mees seda jalutuskepiga sügas . 
217	NA	 Õigemini seda , mis sellest järgi oli . 
218	NA	 Ta silmad järgnesid mulle arsti kabinetti . 
219	NA	 Kabinetti sisenedes suutsin vaevaga üllatust maha suruda . 
219	NA	 Isegi oma praeguses kurvas olukorras märkasin , kuivõrd väike oli arst sanitari kasvuga võrreldes , lausa kääbuslik . 
219	NA	 Tavaliselt on ju vastupidi . 
219	NA	 Antud asjaolu häiris mind pisut . 
219	NA	 Pigistasin rullikeeratud inimsööjat kõvemini . 
219	NA	 Mina selleni ei laskuks . 
220	NA	 “ Istuge , palun . ” 
221	NA	 Näiline viisakus tõi mind reaalsusesse tagasi . 
222	NA	 Istusin kannatamatult , samal ajal kui kirjaoskaja ilmega doktor dokumente sirvis , kontrollis paberil mu selja küljest lahtilöödud neere . 
222	NA	 Õde seisis kuskil minu tooli taga . 
222	NA	 Asjaolu , mis mind pisut rahutuks tegi . 
222	NA	 Oleks aga skisofreeniline karta seljatagant tõsist hoopi raviasutuses . 
222	NA	 Õe kaenlaalused lõhnasid deodorandi järgi . 
223	NA	 Mõistan , kui oled ettevaatlik leivajärjekorras või ühiskondlikus transpordivahendis , või mõnes väärastunud seksuaalsuunitlusega institutsioonis . 
223	NA	 Aga meditsiiniasutuses pole tõesti seljataguse kontrollimise vajadust . 
223	NA	 Heitsin vaid põgusa pilgu üle õla . 
223	NA	 Õde sai must valesti aru , kuid silma ei pilgutanud . 
224	NA	 Haigusega olen kaotanud oma endise sarmi . 
225	NA	 Mäletan , et veel mõned aastad tagasi vaatasid nukrate silmadega hellust otsivad tüdrukud mulle sügavalt silma . 
225	NA	 Aga võib-olla seepärast , et ka mina veel otsisin midagi . 
226	NA	 See otsimine kosutab hinge ja turgutab keha . 
226	NA	 Kui sa mitte , kallis sõber , seda liiga pingsalt taga ei aja . 
226	NA	 Parem las jääb midagi rõvedaks saladuseks . 
227	NA	 Libistasin igavleva pilgu lahtilõigatud inimesele plakati peal , kraadiklaaside komplektile klaasis , jorsi lühikestele kõveratele jalgadele , mis kohati ajasid ta punnkõhu taustal koguni naeru peale . 
227	NA	 Minu terava pilgu eest neid juba laua alla ei peida . 
227	NA	 Liiga terav on see . 
228	NA	 Vahe nagu nuga . 
229	NA	 Loomulikult ülekantud mõttes . 
230	NA	 Samas , ma pole kordagi suutnud sellega jäsemeid lõigata . 
231	NA	 Pilguga . 
232	NA	 Dokumente oli palju . 
232	NA	 Vaatasin süüfilisele omaste tunnustega kätt formaliiniga täidetud purgis ning harva mõne üksiku tilga poetavat kraanikaussi . 
232	NA	 Käsi tõmbus rusikasse . 
232	NA	 Masseerisin seda märkamatult . 
233	NA	 Lihaste kärbumine . 
234	NA	 Vaatamata õe kasvule , jätsid ta jalad igati hea mulje . 
234	NA	 Õnneks polnud tal jalas haiglaslikke haiglasusse . 
234	NA	 Rebisin neilt pilgu ja mu silmad vaatasid otse doktori väikestesse kurjadesse seasilmadesse , küllaltki nõrkade prillide taga . 
235	NA	 Nad võisid olla umbes miinus üks . 
236	NA	 Mitte rohkem . 
237	NA	 Mees vidutas neid abitult , kuid samas pahatahtlikult . 
237	NA	 Tüüpiline väikekodanlane . 
237	NA	 Lõug perfektselt raseeritud - ei mingit habemeajamist segavat haigust , nagu vistrikud , leetrid või vere hüübimatus . 
237	NA	 Doktori silmis peegeldusid abiarsti sääred . 
237	NA	 Vaene tüdruk lootis enamat . 
238	NA	 Asusin asja juurde : 
239	NA	 “ Sügelevad punased . ” 
240	NA	 Kurdudele tähelepanu juhtimiseks puudutasin neid ettevaatlikult . 
241	NA	 Ka väikseim puudutus tekitas tavapärasest tugevamat õhetust . 
242	NA	 “ Nimi ? ” 
243	NA	 “ Arvo Bakenbard , ” ütlesin millegipärast oma esinejanime . 
244	NA	 Õnneks mees kontroolima ei hakanud . 
245	NA	 Ka pupille mitte . 
246	NA	 “ Sugu ? ” 
247	NA	 “ Mees , ” laususin mingi kõhklusvarjundita hääles . 
248	NA	 Arst tõstis pilgu , kuid loodetavasti tegi seda niisama . 
249	NA	 Polnud ka mingit alust arvata , et tegu oli homoseksualistiga . 
250	NA	 Kuigi mine sa tea , neid on rohkem kui kogenematu inimene arvata oskab . 
250	NA	 Läksin kord Emajõelinna kinnisvararegistrisse , et paberilipakale allkirja saada . 
250	NA	 Aga naine , kes pukis istus , ei andnud seda . 
250	NA	 Isegi siis mitte , kui naeratasin talle oma kõige sarmikamal moel . 
250	NA	 Kujutate ette , kõige sarmikamal moel . 
251	NA	 Tegu oli ilmselt lesbilisi suhteid harrastava kontoritöötajaga . 
252	NA	 “ Vanus ? ” 
253	NA	 Mehe käest pole küll viisakas vanust küsida , aga mida teab üks keskmine inimene viisakusest . 
254	NA	 “ Kolmkümmend kolm . ” 
255	NA	 Mul polnud põhjust valetada . 
256	NA	 Sulg krõbises paberil . 
256	NA	 Pikk kuid meeldiv abiarst kirjutas kõik püüdlikult ja kräbedalt üles . 
256	NA	 Näha oli , et tema tundis oma kohta elus , võimu , mida annab asetäitjale sulepead hoidev käsi . 
256	NA	 Mida siis veel ülemustelt oodata ? 
257	NA	 “ Aadress ? ” 
258	NA	 “ Kalmistu 17-4 , teine korrus . ” 
259	NA	 “ Sünge elukoht patsiendi jaoks , ” naljatles arst omal kombel . 
260	NA	 Haiglas tohib naljatleda ainult tema . 
261	NA	 Õde naeris . 
262	NA	 Märkasin , et ta jalgadel esines siiski teatud defekte , mis vanuse kasvades muutuvad lausa vastikuks . 
262	NA	 Näiteks pakkjalgsus koos sääremarjade rasvumisega . 
262	NA	 Inimilu on äärmiselt lühiajaline . 
262	NA	 Paraku kasutavad rumalad inimesed seda lühiajalist ainult hetkeväärtusega materiaalsete ja vaimsete impulsside hankimiseks . 
263	NA	 Pole just kaugele viia jah , mõtlesin . 
264	NA	 “ Pole midagi , ” laususin vaikselt , “ keldrikorrusel on veelgi süngem . ” 
265	NA	 Niiske , rotid . 
266	NA	 Kord hukkus sinna keldri põlvekõrgusesse ollusesse isegi üks hulgus . 
266	NA	 Alkohol oli temas ülemäärast kuraasi tekitanud . 
266	NA	 Mitte igaüks ei suuda end uputada kolmekümne sentimeetri sügavusse vedelikukihti . 
267	NA	 “ Rahvus ? ” 
268	NA	 Kõhklesin hetke . 
269	NA	 Aga ainult hetke . 
270	NA	 “ Eestlane . ” 
271	NA	 Õnneks ei märganud arst midagi kahtlast . 
272	NA	 Muidugi oleksin võinud öelda ka juut . 
272	NA	 See loonuks meie vahele südamlikuma õhkkonna . 
272	NA	 Kuid oma südant ma ei müü . 
273	NA	 Ma ei suutnud ikka ja jälle kõrvutamata jätta nende kummalist , ebaproportsionaalset kasvude vahet . 
273	NA	 Üks väike ja sanitar suur . 
273	NA	 Samas võisid nad olla lihtsalt kolleegid . 
274	NA	 “ Parteilisus ? ” 
275	NA	 “ Kuidas , palun ? ” 
276	NA	 “ Parteilisus ? ” 
277	NA	 Milleks see , konstateerisin mõttes . 
278	NA	 Ja taipasin ise samas ka kohe . 
279	NA	 Ma pole küll arg mees , kuid külmajudinad jooksid piki mu selga . 
279	NA	 Peaaegu et kahetsesin oma sinnaminekut . 
279	NA	 Võivad neerud selja külge tagasi lüüa . 
279	NA	 Tohtrid on kõigeks võimelised . 
280	NA	 “ Parteitu , ” pobisesin ausalt . 
281	NA	 See pole mulle kasuks tulnud . 
282	NA	 Ausus . 
283	NA	 Paraku on see pärilik haigus . 
284	NA	 “ Vanad blanketid , ” pidas valgekitlimees vajalikuks selgitada . 
285	NA	 Ohkasin kergendunult . 
285	NA	 Selgituseks ütlen , et isegi haige kardab . 
285	NA	 Samas taipasin , et need ajad on möödas . 
285	NA	 Puurisin pilgu doktori seasilmadesse – aga inimesed on samad . 
286	NA	 Jah , mitte üle miinus ühe . 
287	NA	 Millegipärast paelus mind ikka ja jälle pedantselt teravaks ihutud skalpell hoolikalt tolmust pühitud lauanurgal . 
287	NA	 Kuna meditsiiniline instrument tekitas minus soovimatuid amputeerimismälestusi , uurisin kopsu , maksa ja neere plakatil . 
288	NA	 Kõigi kahjustused seotud ilmselt suguhaigustega . 
289	NA	 Päike sillerdas sellel . 
290	NA	 Oli juba tõusnud . 
291	NA	 Arst lükkas skalpelli märkamatult sahtlisse . 
292	NA	 “ Mille üle kaebate , patsient ? ” 
293	NA	 Võisin pea anda , et ta pöördus minu poole . 
294	NA	 Lihtsalt ebaviisakas vormis . 
295	NA	 Olgu , mängime siis kaasa . 
296	NA	 “ Sügelevad , punased . ” 
297	NA	 “ Näidake , palun , ette . ” 
298	NA	 Demonstreerisin vastu tahtmist . 
299	NA	 Külmaga tõmbavad nad mul pisut kokku . 
300	NA	 Arst katsus . 
301	NA	 Õde vaatas . 
302	NA	 Need olid tal sinised , kuid tühjad . 
303	NA	 “ Kas sügelevad ka ? ” küsis naha- ja suguhaiguste arst . 
304	NA	 Kahtlemata pole minu koht siin , kuid neile seda selgeks ei tee . 
304	NA	 Võib ka öelda globaalsemalt – minu koht pole üldse siin . 
304	NA	 Kui saaksin arsti valida , siis külastaksin kõige meelsamini günekoloogi . 
305	NA	 “ Neil pole vähemalt plakati peal süfiliitiku nina , vaid … ” 
306	NA	 “ Kuidas palun ? ” 
307	NA	 “ Vabandust , jäin mõttesse . ” 
308	NA	 Süfiliitiku pilgust taipasin , et talle ei meeldi mõtlevad olendid . 
308	NA	 Me häirime neid ebameeldivalt . 
308	NA	 Ja nad teevad kõik , et meid oma teelt kõrvaldada . 
309	NA	 Mäletan , kui käisime kord hilissügisel kursusega kartuleid võtmas , ütles meid eskortiv saksa keele õppejõud poola keeles : “ Kui ma siit kaevama hakkan , kas ma jõuan siis Austraaliasse välja ? ” 
310	NA	 “ Jah , ” vastasid need kolm üliõpilast , kes toda slaavi keelt mingil määral valdasid , nagu ühest suust . 
311	NA	 Aga mina teadsin , et ta võetakse juba paari esimese kaevepäeva pärast kinni . 
312	NA	 Ka karjeristid on geograafiat algelisel tasemel õppinud . 
313	NA	 Enam ma teda näinud ei ole . 
314	NA	 Äärmisel juhul jõudis sanitaarnormi sügavusele . 
315	NA	 Aga seda õppejõudu ei unusta ma kunagi . 
316	NA	 Ka nüüd , kus olen juba ise meister . 
317	NA	 “ Sügelevad , punased . ” 
318	NA	 Doktor krimpsutas laupa , nagu mõtleks . 
318	NA	 Kuid nagu eespool selgitatud , oli antud tegevus talle igati vastuvõtmatu . 
318	NA	 Seega teeskles . 
319	NA	 “ Leetrid . ” 
320	NA	 Võpatasin üllatusest ja jäin ainiti plakatit vaatama ning mõtteid koguma . 
321	NA	 Pilk kaugusse suunatud . 
322	NA	 Ja peale lühikest pausi : “ Järgmine , palun . ” 
323	NA	 Otsus tuli ootamatult kiirelt isegi assistendile . 
323	NA	 Arst oli oma kiire diagnoosi panekuga väga rahul . 
323	NA	 Hööritas . 
323	NA	 Ilmselt õe ees . 
323	NA	 Ootamatusest pillas too isegi aidsihaige verega nakatunud süstla . 
324	NA	 See jäi nõelapidi põrandasse võnkuma . 
325	NA	 Nagu pendel . 
326	NA	 Ohtlik pendel . 
327	NA	 Jälgisin seda pingega . 
328	NA	 Äärmiselt ohtlik pendel . 
329	NA	 Olen küll haige , aga mitte surnud . 
330	NA	 Aidsihaiged tuleks meie ühiskonnast isoleerida . 
331	NA	 Õde kummardus süstla poole . 
332	NA	 Tal olid punased siidised aluspüksid , mis andis tunnistust neiu heast maitsest . 
333	NA	 See on muidugi kummaline , et aidsi nakatunuid ühiskonnast ei eraldata . 
333	NA	 Nad võiksid elama asustada näiteks mõnele Venemaa poolt okupeeritud Siberi alale . 
333	NA	 Radikaalseid meetmeid nende ühiskonnast eraldamiseks ma soovitada ei saa . 
333	NA	 Lihtsalt oma humaanse maailmavaate tõttu , mis on mind põhja tirinud . 
334	NA	 Ma tahan elada . 
335	NA	 Kabinetti astus paks ohvitseriproua , eliitpensionär . 
335	NA	 Doktor nautis juba ette tööalast professionaalset rahuldust . 
335	NA	 Žurnaali jätsin vasaku jalata mehele . 
335	NA	 Kannibalism pakub huvi igasuguse intelligentsuse astmega inimesele . 
336	NA	 Ühe jalata mehele veeres pisar silma . 
337	NA	 Loodan , et ma ei kangutanud lahti tema vanu haavu . 
337	NA	 Invaliididega tuleb käituda delikaatselt . 
337	NA	 Raevuhoos võivad nad ühiskonnale ohtlikuks muutuda . 
337	NA	 Nagu libahundid . 
337	NA	 Ühel hetkel vaatad , et normaalne ühe jalata mees , teisel hetkel seisab su ees kibestunud ja kättemaksuhimuline mõrvar . 
338	NA	 Mis kuradi leetrid , arutlesin koduteel . 
338	NA	 Isegi raamatust ei vadanud järgi , ei kontrollinud oma väheseid teadmisi . 
338	NA	 Hm , sügelevad ja punased . 
338	NA	 Ja neid tuli üha enam ja enam laubale , liikmetele , seejärel üle kogu näo ja keha . 
338	NA	 Kurdudega kaasnes väljakannatamatu sügelus ja äng , mis võivad harvadel juhtudel kaasneda ka vaese eluga . 
338	NA	 Kui vaesusest saab iga soovija lihtsalt lahti aususest loobumise teel , siis raskele haigusele saab järgneda vaid surm . 
339	NA	 Kui mõte viis mind volüümika patsiendini , tõmbusid mu suunurgad nagu iseenesest laiale irvele . 
339	NA	 Vasaku jalata mees juba ootab läbiloetud žurnaaliga ooteruumis . 
339	NA	 Silmis peegeldumas inimsööja . 
340	NA	 Kalmistu juba paistis . 
340	NA	 Olin jõudnud oma perekonna alalisse elukohta . 
340	NA	 Matsin nad kõik sinna , kuigi mulle avaldati tugevat survet , et ma nad meditsiiniliste katsete jaoks kingiksin . 
340	NA	 Aga ma pidasin survele vastu . 
340	NA	 Kaotasin tookord vaid kaks hammast . 
340	NA	 See ei ole kindlasti nõnda suur kaotus , mille pärast tasuks nutulaulu esitada . 
340	NA	 Meie ühiskonnas . 
341	NA	 Kuni kahekümne hambata inimesed löövad veel tantsugi . 
342	NA	 Panevad kolleege uskuma , et tegelikult on neil puudu vaid neli-viis esikihva ning taga on kõik mälumisvahendid alles . 
343	NA	 Kaua neid ei peta . 
344	NA	 Ilma hammasteta antakse sulle aga jalaga persse . 
345	NA	 Mitmeid kordi järjest . 
346	NA	 Õhtul lukustasin vannitoa ukse ja vaatlesin end hämaras , lugemiseks sobimatus valguses . 
346	NA	 Pea oli paks . 
346	NA	 Sügasin end ettevaatlikult siit ja seejärel sealt . 
346	NA	 Ettevaatlikult , sest mida rohkem kraabid , seda enam sügeleb . 
346	NA	 Reaalteaduste kandidaadina selgitaksin eelpoolöeldut matemaatiliselt umbes nii : x²=y³ , kus x on sügelemise intensiivsus ja y kibeluse tugevus . 
347	NA	 Loomulikult on siinkohal tegemist lihtsustatud mudeliga . 
347	NA	 Ka ei suuda ükski sümbol , kui keeruline see ka oleks , näidata tõelist valu . 
347	NA	 Ega vist mitte ka ükski sõna . 
347	NA	 Olen neetud kogu selle räpase maailma poolt . 
347	NA	 Üksi , täiesti üksi . 
347	NA	 Ütlete , et mis siis viga . 
347	NA	 Jah , aga üksi päratu armee vastu . 
347	NA	 Tomahook on neile vaid süütu mängukann , võrreldav ehk habenoaga . 
347	NA	 Enne tantsule minekut kraabid sellega püüdlikult lõuga , peale tantsu keerad ägedalt soolikaid . 
348	NA	 Võib-olla olete isegi neist asjust üht-teist kuulnud , lehest lugenud , televiisorist näinud , hommikul trussikutes sõpradega arutanud . 
348	NA	 Tõsi , laip kangialuses ununeb sama kiiresti kui kevadine lumi . 
348	NA	 Sulab maa sisse . 
349	NA	 Öösel ei tulnud mul und . 
349	NA	 Akna taga , väljas , jalutas piki katuseharja üksik lunaatik , aeg-ajalt näugatas mõni kodutu kass . 
349	NA	 Mõni kodutu kass kuseb hommikuti ka laste liivakasti . 
349	NA	 Lunaatik pööras viimase katuse kohal järsult paremale ja kadus silmapiirilt . 
350	NA	 Sama ootamatult nagu oli ilmunud . 
351	NA	 Ikka ja jälle meenus mulle doktori ja tema assistendi kasv , õigemini nende kasvude vahe , kummaline proportsioon . 
351	NA	 Mu suletud , und ootavate silmade taga keerlesid mehe äbarikud rangjalad punnkõhu taustal , süfililiitiku mädanemakippuv käsi plakatilt , täies elusuuruses abiarst-sanitari jalad , mis moondusid mu silme ees iiveldamaajavateks pakkjalgadeks , viinast puretud maks . 
352	NA	 Ning äärmiselt väheste hammastega novelli peategelane . 
353	NA	 Lugesin mehe hambad üle . 
354	NA	 Kindel - mina . 
355	NA	 Karjatasin õuduses . 
356	NA	 Katsusin oma paistes silmalaugusid . 
357	NA	 Õnneks ei kuulnud seda keegi . 
358	NA	 Kõik magasid raskelt . 
358	NA	 Isegi laisapoolsed tuletõrjujad , kaardiässad . 
359	NA	 Üldiselt olen karjatustega ettevaatlik . 
360	NA	 Pingutasin oma meeli nii kuidas jaksasin ja pakkjalgade asemele ilmusid elusuuruses siredad sääred . 
360	NA	 Naine oli valge kitli seljast võtnud . 
360	NA	 Ainult sukatriibud ja need punased . 
361	NA	 Jäin rahuldunult magama . 
362	NA	 Miski ei painanud mind enam . 
363	NA	 Hommikul ei saanud habemeajamisest juttugi olla . 
363	NA	 Kogu nägu ja munandid olid koledal kombel tursunud , isegi sugutilukk kibeles ja punetas nagu tripparil . 
363	NA	 Mitte stripparil , vaid tripparil . 
363	NA	 Samuti sügelesid selg ja liikmed . 
363	NA	 Väikesed punased kublad sisendasid enneolematut raevu , ebamäärast isiksusetut vihkamist . 
363	NA	 Külm vesi tekitas vaid ebameeldivaid aistinguid . 
363	NA	 See tähendab , et ei aidanud üldse . 
363	NA	 Voolas ainult ojadena nagu hane selga vesi . 
363	NA	 Vaatasin veel korra endale otsekoheselt näkku . 
364	NA	 Vastu kihutasid mustad tähed . 
364	NA	 Pimedas maailmaruumis mustad tähed . 
364	NA	 Neid ei näe keegi . 
364	NA	 Liiga väike on inimese eristusvõime , piiratud meeled , taju ja mõtlemine . 
364	NA	 Teinekord ei suuda sa märgata koguni musta hiidu , tohutut giganti . 
364	NA	 Liiga tume on ta . 
365	NA	 Su tume nägu on täis kasvanud musti tähti , silmadeks gigandid , juuksed moodustavad galaktikaid ning kuskil nende vahel eksleb su täiesti läbipaistev hing – täiesti märkamatu . 
366	NA	 Ja ei ühtegi Päikest . 
367	NA	 Kui , siis mõni tume . 
368	NA	 Ainult habe kasvas vaatamata haigusele jõudsalt . 
368	NA	 Pikenes . 
369	NA	 Keerasin raadio lahti , et end pisut lõdvestada . 
369	NA	 Kostus naisvõimleja reibas hääl . 
